1,28.25
2,28.50
3,29.00
4,30.00
5,31.25
6,31.25
7,33.00
8,35.50
9,37.00
10,39.50
11,41.75
12,44.50
13,47.25
14,49.25
15,51.50
16,54.00
17,56.25
18,58.50
19,60.75
20,63.25
21,66.75
22,68.75
23,70.75
24,74.00
25,76.25
26,78.50
27,80.75
28,82.75
29,85.25
30,87.25
31,90.00
32,92.00
33,94.00
34,96.25
35,98.75
36,100.75
37,102.00
38,104.75
39,106.75
40,109.00
41,110.75
42,112.50
43,113.75
44,116.00
45,118.00
46,119.50
47,121.00
48,123.00
49,124.25
50,125.50
51,126.75
52,127.75
53,128.00
54,128.75
55,129.50
56,129.00
57,129.25
58,129.00
59,128.75
60,129.00
61,129.25
62,128.75
63,127.75
64,127.50
65,127.00
66,126.50
67,126.00
68,125.25
69,124.25
70,123.75
71,123.00
72,122.75
73,121.75
74,121.00
75,120.50
76,119.75
77,119.00
78,118.25
79,117.75
80,116.75
81,115.25
82,114.75
83,113.75
84,113.00
85,113.25
86,112.75
87,111.75
88,111.00
89,110.50
90,109.75
91,109.00
92,108.50
93,107.75
94,107.00
95,106.50
96,106.00
97,105.00
98,105.00
99,103.75
100,102.75
101,102.50
102,102.00
103,101.50
104,100.75
105,100.25
106,99.75
107,99.25
108,98.50
109,97.75
110,97.50
111,96.75
112,96.50
113,94.75
114,95.75
115,94.75
116,94.25
117,94.00
118,93.25
119,93.00
120,91.75
121,92.00
122,91.00
123,91.00
124,90.25
125,90.00
126,89.00
127,88.75
128,88.25
129,88.25
130,87.50
131,87.25
132,86.75
133,86.75
134,86.00
135,85.25
136,85.00
137,84.75
138,84.25
139,83.25
140,83.00
141,82.75
142,82.25
143,81.75
144,81.75
145,81.00
146,80.75
147,80.25
148,80.25
149,79.25
150,79.50
151,78.75
152,78.50
153,78.50
154,78.00
155,77.75
156,76.75
157,77.25
158,76.75
159,76.25
160,75.75
161,75.50
162,74.75
163,74.50
164,74.50
165,74.25
166,74.25
167,73.25
168,73.25
169,73.25
170,72.75
171,72.50
172,72.00
173,71.75
174,71.25
175,71.00
176,71.25
177,70.75
178,70.25
179,70.25
180,69.75
181,69.00
182,69.25
183,69.00
184,69.00
185,68.50
186,67.75
187,68.00
188,67.50
189,67.00
190,66.50
191,66.50
192,67.00
193,65.75
194,66.25
195,65.75
196,65.50
197,65.25
198,64.50
199,64.75
200,64.75
201,64.25
202,64.25
203,64.00
204,63.25
