1,23.00
2,24.50
3,25.75
4,28.25
5,30.75
6,32.50
7,34.75
8,37.50
9,38.25
10,40.75
11,42.25
12,43.00
13,45.50
14,47.75
15,50.00
16,52.00
17,54.00
18,55.75
19,58.25
20,60.00
21,62.50
22,64.25
23,66.50
24,69.00
25,70.50
26,72.25
27,74.50
28,75.75
29,77.50
30,78.50
31,80.50
32,82.00
33,83.75
34,85.25
35,86.25
36,88.25
37,89.50
38,90.75
39,92.75
40,93.75
41,94.50
42,96.25
43,98.00
44,99.25
45,100.50
46,101.75
47,103.25
48,103.50
49,105.00
50,106.25
51,107.50
52,108.25
53,109.50
54,111.00
55,112.00
56,113.00
57,114.25
58,114.50
59,116.25
60,117.25
61,118.50
62,119.00
63,120.00
64,120.50
65,120.50
66,120.25
67,119.75
68,118.75
69,117.75
70,116.75
71,115.50
72,114.25
73,113.00
74,111.00
75,110.50
76,109.00
77,108.25
78,107.00
79,105.50
80,104.25
81,103.50
82,102.25
83,101.50
84,100.00
85,99.25
86,98.00
87,97.00
88,96.25
89,95.75
90,94.50
91,93.75
92,92.75
93,92.00
94,91.50
95,89.50
96,89.50
97,89.00
98,88.25
99,87.50
100,86.25
101,86.25
102,85.00
103,85.00
104,84.00
105,83.25
106,82.00
107,82.50
108,81.50
109,81.25
110,80.50
111,79.50
112,79.00
113,79.00
114,78.75
115,77.75
116,77.00
117,76.25
118,76.00
119,75.25
120,75.00
121,74.75
122,74.50
123,73.00
124,72.00
125,72.75
126,72.75
127,72.00
128,72.00
129,71.00
130,70.00
131,70.50
132,69.75
133,69.50
134,69.50
135,68.25
136,68.25
137,68.25
138,67.25
139,67.25
140,66.75
141,66.25
142,66.25
143,65.75
144,65.50
145,65.00
146,64.75
147,64.25
148,63.50
149,63.75
150,63.25
151,63.00
152,63.00
153,62.50
154,62.25
155,62.00
156,61.50
157,61.25
158,60.50
159,61.00
160,61.00
161,60.25
162,59.75
163,59.25
164,58.75
165,58.75
166,58.75
167,57.75
168,56.75
169,58.00
170,56.25
171,57.50
172,57.25
173,56.75
174,56.50
175,56.25
176,56.25
177,55.75
178,55.75
179,55.25
180,55.25
181,55.50
182,54.50
183,54.50
184,54.00
185,54.00
186,53.75
187,53.25
188,53.50
189,52.75
190,53.00
191,52.75
192,52.25
193,52.25
194,52.00
195,52.00
196,52.00
197,51.75
198,51.75
199,51.50
200,51.00
